AF,30019553,-111.27111,-196.80571
AX,29182431,-108.16316,-195.68535
AX,114357071,-100.53872,-198.86488
AF,114610484,-100.37279,-199.9597
AX,103757282,-100.17411,-199.17088
AF,103042781,-100.26586,-199.9597
AX,94135864,-100.01459,-199.17833
AF,93565501,-100.002686,-198.89435
AF,83696871,-100.002686,-199.3206
AX,83578069,-100.01459,-199.79137
AF,172307948,-100.43829,-199.56697
AX,72266764,-100.30514,-199.79137
AX,163491155,-100.30514,-199.46135
AF,63033709,-100.449554,-199.56697
AF,153271079,-100.14562,-199.75327
AX,152782007,-100.15902,-199.46135
AF,137862233,-100.14562,-199.91632
AX,137433668,-100.15902,-199.95627
AX,124319869,-100.70508,-199.95627
AF,124190611,-100.02208,-199.91632
AX,112151386,-100.17216,-199.49342
AF,112753139,-100.02208,-199.66861
AX,97119683,-100.12085,-199.49342
AF,97479182,-100.61667,-199.95798
AX,83529586,-100.12085,-199.74979
AF,83689764,-100.61667,-199.95798
AX,69078987,-100.14454,-199.74979
AF,69721355,-100.66362,-198.89592
AF,156224497,-100.33235,-199.63728
AX,55638310,-100.13693,-199.64876
AF,44708714,-100.0193,-199.9878
AX,144859450,-100.13693,-199.80968
AF,35163025,-100.0193,-199.9878
AX,34623064,-100.29793,-199.80968
AF,124084177,-100.52695,-199.98534
AX,23882938,-100.29793,-199.39973
AX,114264999,-100.44974,-199.6852
AF,14098918,-100.46245,-199.98534
AX,104698704,-100.28828,-199.6852
AF,104608623,-100.36081,-199.89038
AF,93655448,-100.184326,-199.64749
AX,94425094,-100.12236,-199.8362
AX,78038845,-100.12236,-199.8362
AF,78377552,-100.12644,-199.73358
AF,66123828,-100.12644,-199.73358
AX,66790543,-100.12034,-199.81192
AF,53676973,-100.36451,-199.75002
AX,53551466,-100.12034,-199.95297
AF,43010560,-100.41709,-199.75002
AX,144042586,-100.11192,-199.9785
AF,35427742,-100.30099,-199.9336
AX,135626648,-100.11192,-199.9785
AX,123949812,98.68101,-199.96127
AF,123950537,95.25655,-199.9336
AF,112208300,98.77432,-199.79778
AX,112407088,99.80295,-199.96127
AX,101542289,99.80295,5.4852996
AF,102219874,99.835335,6.067393
AX,91471738,99.82766,5.2125907
AF,91904521,99.835335,5.0695915
AF,81121907,99.80893,5.0695915
AX,81586299,99.82766,5.2125907
AX,70495090,99.94874,5.080939
AF,70593288,99.80893,5.0611544
AF,58776758,99.858635,5.0611544
AX,58835356,99.94874,5.080939
AX,48115479,99.84132,5.0363245
AF,48461906,99.858635,5.411654
AF,36059182,99.408,5.2019396
AX,36167347,99.84132,5.0363245
AF,25953729,99.92934,5.2019396
AX,26605797,99.82694,5.146861
AF,118505515,99.92934,5.0211887
AX,118026438,99.83041,5.146861
AX,10819839,99.83041,5.079382
AF,110667008,99.91894,5.0211887
AF,102465718,99.91894,5.3053074
AX,103017051,99.776245,5.079382
AF,94517440,99.85427,5.1266575
AX,94517285,99.776245,5.784135
AF,84777778,99.85117,5.1266575
AX,84675906,99.718376,6.058854
AX,74424233,98.99973,5.3013043
AF,75298068,99.7179,5.194924
AX,63509676,99.8478,5.3013043
AF,64197045,99.7179,5.194924
AX,50993913,99.8478,5.4089813
AF,51409734,99.72865,5.212081
AX,40978895,99.73543,5.346383
AF,41785436,99.72865,5.8104258
AX,132854296,99.943535,5.346383
AF,133093079,99.91743,5.5933843
AX,123797693,99.943535,5.2140517
AF,24541445,99.91743,5.507666
AF,110462534,99.7146,5.156538
AX,110495855,99.90357,5.2140517
AX,95789097,99.77495,5.610847
AF,96042616,99.7146,5.156538
AX,82007230,99.77495,5.610847
AF,82708846,99.84337,5.51146
AX,68897456,99.91386,5.782589
AF,69468923,99.84337,5.219646
AX,56081086,99.91386,5.1848164
AF,56059151,99.96988,5.0280404
AX,44086716,99.480995,5.1848164
AF,43629409,99.96988,5.0205603
AF,32717726,99.76339,5.0205603
AX,33024907,99.61242,5.6648784
AF,120841055,99.76339,5.037021
AX,120877439,99.97069,5.120757
AF,108032654,99.90021,5.194046
AX,108692999,99.97069,5.120757
AX,96135710,99.959015,5.133311
AF,96417210,99.90021,5.3383307
AX,83032105,99.959015,5.496964
AF,83835280,99.88801,5.3987265
AX,71225106,99.9149,5.496964
AF,71800828,98.742645,5.3308506
AX,58171764,99.80833,5.113968
AF,58316844,99.06176,5.2589946
AX,46336564,99.31537,5.113968
AF,46379978,99.915665,5.2589946
AF,34110321,99.98954,5.364633
AX,34245820,99.91108,5.375828
AF,121818759,99.98954,5.267171
AX,121754905,99.92085,5.2526183
