AF,105771762,-111.27111,-196.80571
AX,306232920,-112.94865,-190.11153
AF,94926866,-101.7797,-196.80571
AX,496351901,-108.16316,-195.68535
AF,184087202,-100.37279,-189.71828
AX,285071944,-102.89724,-198.86488
AX,375633423,-102.89724,-198.86488
AF,174779887,-100.37279,-196.40167
AX,164650833,-100.53872,-198.4343
AF,365628615,-100.90614,-199.9597
AF,152748229,-100.90614,-199.9597
AX,554594477,-100.53872,-198.4343
AX,335245934,-100.66567,-197.89574
AF,134668712,-102.19646,-194.70692
AF,217737288,-107.92488,-196.80347
AX,117451204,-109.31505,-198.07367
AX,902722646,-100.705574,-198.07367
AF,199858441,-104.005035,-197.07953
AF,283458983,-104.005035,-199.05586
AX,183241674,-100.705574,-191.50908
AF,265410690,-100.62047,-199.05586
AX,164936770,-101.88568,-193.39139
AF,147231063,-100.62047,-198.43901
AX,348665823,-101.88568,-193.39139
AX,1036680140,-103.72362,-196.3751
AF,134229691,-103.04985,-198.5897
AX,222416385,-106.939285,-199.17088
AF,122814812,-103.04985,-198.5897
AF,311862323,-106.87478,-198.36469
AX,111508609,-101.49491,-199.17088
AX,98786274,-101.49491,-197.94078
AF,299792585,-100.43849,-198.8816
AX,488458955,-100.45175,-197.94078
AF,187140332,-100.43849,-198.8816
AF,477364861,-100.26586,-198.81
AX,176654532,-100.17411,-197.84969
AF,165289447,-100.26586,-197.80283
AX,465908863,-100.17411,-198.69525
AX,151253166,-100.808945,-199.1627
AF,353538820,-114.03031,-198.89435
AX,132747615,-101.27103,-199.1627
AF,434040434,-103.93869,-198.89435
AF,212035270,-100.7008,-193.68237
AX,111444713,-100.51861,-199.17833
AF,289092920,-100.7008,-194.40031
AX,188500970,-100.51861,-199.17833
AX,265536243,-100.41827,-197.55472
AF,165610034,-100.10902,-194.40031
AF,141675607,-100.10902,-194.08357
AX,243068093,-100.41827,-196.98788
AX,124185248,98.145874,-197.67007
AF,224438184,94.78514,-198.42915
AF,110012226,98.80836,-198.42915
AX,9886201,98.145874,-197.67007
AF,96965533,99.997444,15.920579
AX,497999036,97.52627,7.4792376
AX,183472173,97.85566,8.551223
AF,384773393,99.997444,10.044986
AX,471225146,99.986145,11.845699
AF,69673499,99.19918,7.6962223
AF,155827516,99.19918,7.6962223
AX,256279225,99.986145,6.340379
AF,243281479,95.63099,9.010214
AX,142301501,99.14719,6.060977
AF,329034962,98.09956,18.318962
AX,128386954,99.14719,6.060977
AF,214083541,98.09956,5.6454277
AX,113692351,96.8652,6.6973906
AF,200579134,91.38281,5.6454277
AX,100792604,96.8652,9.683281
AF,187569381,98.11281,5.8646545
AX,388187966,99.48967,6.8217487
AF,173818229,98.11281,11.680526
AX,374889386,99.48967,5.198197
AF,158965840,99.09614,8.402465
AX,460836364,98.110916,5.198197
AX,135391335,98.89481,10.996084
AF,336378709,99.09614,7.9837275
AX,213375470,98.89481,7.4372225
AF,113157019,99.583626,7.9837275
AF,493720812,99.583626,5.779452
AX,91569765,97.08742,7.4372225
AF,171924045,99.57292,5.779452
AX,775831701,97.08742,17.979403
AF,350578109,97.48524,6.6517286
AX,48921836,94.570076,5.5207863
AF,528741877,97.3772,6.6517286
AX,127126221,98.7822,5.5207863
AX,107478718,99.474884,8.078007
AF,207764574,97.3772,10.445462
AF,198875750,94.79747,5.4113765
AX,98609167,99.6362,6.986951
AX,288406675,99.71011,6.986951
AF,87991990,94.144,5.4113765
AX,281598818,99.71011,9.154097
AF,81148513,93.41443,15.12111
AF,171609528,98.96236,10.996967
AX,271986984,99.244736,8.378196
AX,162028258,99.244736,5.9963913
AF,262752235,99.20562,10.130018
AF,153759227,99.35877,10.130018
AX,254255411,96.461945,5.9963913
AX,145750725,99.47045,9.533712
AF,246213095,99.35877,9.211497
AX,429768303,99.47045,7.625742
AF,128051078,99.453255,7.7323203
AX,104029901,98.83795,7.625742
AF,205315108,99.453255,5.638095
AX,282522512,98.83795,7.841492
AF,182056735,98.75722,5.638095
AF,158942943,97.00301,8.162304
AX,58336390,96.99831,8.564518
AX,135317440,96.94667,8.564518
AF,236666050,97.00301,8.162304
AX,112299260,98.57854,5.5117207
AF,212198310,96.10366,8.442034
AF,188891948,93.34802,6.1381507
AX,390472417,98.57854,5.5117207
AF,366784020,97.783806,6.1381507
AX,165609736,98.576385,6.124668
AX,242844646,96.790665,10.790215
AF,142583508,98.19987,12.00414
AF,30860801,99.2727,6.018475
AX,432050286,96.790665,10.790215
AF,122071463,99.2727,6.018475
AX,222285292,92.56504,12.9435215
AX,513885011,92.56504,6.4670935
AF,112769472,94.2953,11.28698
AX,404412151,99.72883,6.4670935
AF,103687326,99.59503,11.28698
AF,496141523,99.861664,5.234397
AX,95444992,99.72883,10.530664
AF,186157996,99.861664,5.234397
AX,387391862,99.84893,6.357604
AX,878818403,99.84893,6.357604
AF,177525255,99.47969,5.6242557
AF,369019338,99.80755,14.606382
AX,168781986,98.19469,7.391917
AX,156891959,98.19469,5.041551
AF,257417226,99.80755,10.492726
AX,132502062,99.27624,5.041551
AF,233962875,98.022514,6.5730944
AF,310674180,99.257454,6.052761
AX,109511785,99.27624,5.77294
AX,589346113,98.1497,5.77294
AF,88771180,99.257454,5.6075344
AF,82246710,98.45212,5.6075344
AX,182426996,99.298805,7.3277164
AX,75182144,99.298805,5.3696213
AF,175650531,99.511215,5.0795007
AF,169911020,99.511215,5.0795007
AX,69843791,99.33017,5.3696213
AF,62973715,98.747826,6.83351
AX,263999485,99.33017,7.645425
AX,858079870,87.3555,7.645425
AF,156622797,98.747826,6.83351
AF,347717703,98.91867,8.468998
AX,147591350,98.58649,8.389984
AF,135946143,98.91867,9.564936
AX,336908086,98.58649,6.616044
AF,216767736,99.24785,9.564936
AX,116093177,98.447876,6.616044
AF,196927450,99.24785,15.475551
AX,96336174,98.447876,5.8751926
AX,76017383,94.03617,5.8751926
AF,277425139,98.60374,8.447396
AF,54823636,92.83509,5.3148146
AX,155762320,95.86615,9.364191
AX,237792724,97.16885,5.9376945
