AF,37045747,99.97903,5.3148146
AX,18959877,97.26043,5.9376945
AF,521518848,99.97903,7.711154
AX,203443154,97.26043,5.9432893
AF,103043419,94.93547,6.764094
AX,294156932,96.901985,5.9432893
AF,193536892,91.804276,6.5106544
AX,185184909,96.901985,6.8186517
AF,285987698,94.42124,6.5106544
AX,176659782,98.86019,9.697822
AF,176038360,97.6564,9.595852
AF,163657838,97.6564,9.595852
AX,364411666,98.86019,6.8248973
AX,150208578,96.85878,6.8248973
AF,351277600,96.263145,5.9419413
AX,236764919,96.85878,6.9169345
AF,136957711,96.263145,5.9419413
AF,525288266,95.13889,8.759918
AX,123913200,99.83645,8.18001
AF,511880932,95.12483,15.913574
AX,110686963,99.83645,9.2317295
AX,298014863,99.02642,10.558705
AF,197290114,98.753334,16.89172
AX,81845578,99.02642,5.481245
AF,282783103,98.753334,9.1438875
AF,167165934,98.53905,7.423763
AX,367218844,99.65544,5.481245
AF,50340841,95.35661,5.8366146
AX,150829321,99.65544,6.2472205
AX,135126908,92.774635,6.2472205
AF,236045152,96.964966,5.630864
AX,320223557,98.43015,6.0900707
AF,521061506,98.71032,5.630864
AF,4521111649,98.71032,20.019852
AX,4320794563,98.43015,6.0900707
